Date,Year,Month,YearMonth,BusinessUnit,StatementType,LineItem,Category,Amount
2023-07-01,2023,7,202307,Wholesale,P&L,COGS,Direct Labor,28816.25
2023-07-01,2023,7,202307,Wholesale,P&L,COGS,Materials,49527.93
2023-07-01,2023,7,202307,Wholesale,P&L,COGS,Shipping & Logistics,11706.6
2023-07-01,2023,7,202307,Wholesale,P&L,Opex,IT & Software,1767.26
2023-07-01,2023,7,202307,Wholesale,P&L,Opex,Marketing,3766.19
2023-07-01,2023,7,202307,Wholesale,P&L,Opex,Professional Fees,1108.75
2023-07-01,2023,7,202307,Wholesale,P&L,Opex,R&D,2161.34
2023-07-01,2023,7,202307,Wholesale,P&L,Opex,Rent & Utilities,2776.73
2023-07-01,2023,7,202307,Wholesale,P&L,Opex,Salaries & Benefits,19554.79
2023-07-01,2023,7,202307,Wholesale,P&L,Revenue,Product Sales,103337.21
2023-07-01,2023,7,202307,Wholesale,P&L,Revenue,Service Revenue,34445.74
2023-08-01,2023,8,202308,Corporate,CF,Financing CF,Debt Repayment,-8388.59
2023-08-01,2023,8,202308,Corporate,P&L,Other,Depreciation & Amortization,18213.11
2023-08-01,2023,8,202308,Corporate,P&L,Other,Income Tax Expense,10135.56
2023-08-01,2023,8,202308,Corporate,P&L,Other,Interest Expense,4879.76
2023-08-01,2023,8,202308,E-commerce,CF,Investing CF,Capital Expenditures,-9616.91
2023-08-01,2023,8,202308,E-commerce,CF,Operating CF,Change in Accounts Payable,2230.23
2023-08-01,2023,8,202308,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4326.26
2023-08-01,2023,8,202308,E-commerce,CF,Operating CF,Change in Inventory,-1800.17
2023-08-01,2023,8,202308,E-commerce,P&L,COGS,Direct Labor,16398.75
2023-08-01,2023,8,202308,E-commerce,P&L,COGS,Materials,28185.36
2023-08-01,2023,8,202308,E-commerce,P&L,COGS,Shipping & Logistics,6661.99
2023-08-01,2023,8,202308,E-commerce,P&L,Opex,IT & Software,1180.61
2023-08-01,2023,8,202308,E-commerce,P&L,Opex,Marketing,4726.2
2023-08-01,2023,8,202308,E-commerce,P&L,Opex,Professional Fees,880.89
2023-08-01,2023,8,202308,E-commerce,P&L,Opex,R&D,2603.52
2023-08-01,2023,8,202308,E-commerce,P&L,Opex,Rent & Utilities,1825.99
2023-08-01,2023,8,202308,E-commerce,P&L,Opex,Salaries & Benefits,14034.57
2023-08-01,2023,8,202308,E-commerce,P&L,Revenue,Product Sales,88265.62
2023-08-01,2023,8,202308,E-commerce,P&L,Revenue,Service Revenue,9807.29
2023-08-01,2023,8,202308,Retail,CF,Investing CF,Capital Expenditures,-7694.55
2023-08-01,2023,8,202308,Retail,CF,Operating CF,Change in Accounts Payable,3269.81
2023-08-01,2023,8,202308,Retail,CF,Operating CF,Change in Accounts Receivable,-5725.04
2023-08-01,2023,8,202308,Retail,CF,Operating CF,Change in Inventory,-2755.81
2023-08-01,2023,8,202308,Retail,P&L,COGS,Direct Labor,33314.07
2023-08-01,2023,8,202308,Retail,P&L,COGS,Materials,57258.56
2023-08-01,2023,8,202308,Retail,P&L,COGS,Shipping & Logistics,13533.84
2023-08-01,2023,8,202308,Retail,P&L,Opex,IT & Software,2274.23
2023-08-01,2023,8,202308,Retail,P&L,Opex,Marketing,6186.29
2023-08-01,2023,8,202308,Retail,P&L,Opex,Professional Fees,1718.97
2023-08-01,2023,8,202308,Retail,P&L,Opex,R&D,2666.31
2023-08-01,2023,8,202308,Retail,P&L,Opex,Rent & Utilities,3618.48
2023-08-01,2023,8,202308,Retail,P&L,Opex,Salaries & Benefits,26536.81
2023-08-01,2023,8,202308,Retail,P&L,Revenue,Product Sales,135985.08
2023-08-01,2023,8,202308,Retail,P&L,Revenue,Service Revenue,45328.36
2023-08-01,2023,8,202308,Wholesale,CF,Investing CF,Capital Expenditures,-8763.65
2023-08-01,2023,8,202308,Wholesale,CF,Operating CF,Change in Accounts Payable,1326.72
2023-08-01,2023,8,202308,Wholesale,CF,Operating CF,Change in Accounts Receivable,-4461.74
2023-08-01,2023,8,202308,Wholesale,CF,Operating CF,Change in Inventory,-1437.19
2023-08-01,2023,8,202308,Wholesale,P&L,COGS,Direct Labor,29956.83
2023-08-01,2023,8,202308,Wholesale,P&L,COGS,Materials,51488.31
2023-08-01,2023,8,202308,Wholesale,P&L,COGS,Shipping & Logistics,12169.96
2023-08-01,2023,8,202308,Wholesale,P&L,Opex,IT & Software,1613.13
2023-08-01,2023,8,202308,Wholesale,P&L,Opex,Marketing,4404.75
2023-08-01,2023,8,202308,Wholesale,P&L,Opex,Professional Fees,1247.81
2023-08-01,2023,8,202308,Wholesale,P&L,Opex,R&D,1799.0
2023-08-01,2023,8,202308,Wholesale,P&L,Opex,Rent & Utilities,2815.21
2023-08-01,2023,8,202308,Wholesale,P&L,Opex,Salaries & Benefits,20609.77
2023-08-01,2023,8,202308,Wholesale,P&L,Revenue,Product Sales,108502.14
2023-08-01,2023,8,202308,Wholesale,P&L,Revenue,Service Revenue,36167.38
2023-09-01,2023,9,202309,Corporate,CF,Financing CF,Debt Issuance,150000.0
2023-09-01,2023,9,202309,Corporate,CF,Financing CF,Debt Repayment,-8304.7
2023-09-01,2023,9,202309,Corporate,CF,Financing CF,Dividends Paid,-10837.33
2023-09-01,2023,9,202309,Corporate,P&L,Other,Depreciation & Amortization,18467.9
2023-09-01,2023,9,202309,Corporate,P&L,Other,Income Tax Expense,11977.88
2023-09-01,2023,9,202309,Corporate,P&L,Other,Interest Expense,5114.79
2023-09-01,2023,9,202309,E-commerce,CF,Investing CF,Capital Expenditures,-8209.72
2023-09-01,2023,9,202309,E-commerce,CF,Operating CF,Change in Accounts Payable,1205.5
2023-09-01,2023,9,202309,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4173.24
2023-09-01,2023,9,202309,E-commerce,CF,Operating CF,Change in Inventory,-1756.2
2023-09-01,2023,9,202309,E-commerce,P&L,COGS,Direct Labor,18039.52
2023-09-01,2023,9,202309,E-commerce,P&L,COGS,Materials,31005.43
2023-09-01,2023,9,202309,E-commerce,P&L,COGS,Shipping & Logistics,7328.56
2023-09-01,2023,9,202309,E-commerce,P&L,Opex,IT & Software,1125.41
2023-09-01,2023,9,202309,E-commerce,P&L,Opex,Marketing,5435.82
2023-09-01,2023,9,202309,E-commerce,P&L,Opex,Professional Fees,979.34
2023-09-01,2023,9,202309,E-commerce,P&L,Opex,R&D,2990.56
2023-09-01,2023,9,202309,E-commerce,P&L,Opex,Rent & Utilities,1825.92
2023-09-01,2023,9,202309,E-commerce,P&L,Opex,Salaries & Benefits,14381.85
2023-09-01,2023,9,202309,E-commerce,P&L,Revenue,Product Sales,95042.99
2023-09-01,2023,9,202309,E-commerce,P&L,Revenue,Service Revenue,10560.33
2023-09-01,2023,9,202309,Retail,CF,Investing CF,Capital Expenditures,-12184.03
2023-09-01,2023,9,202309,Retail,CF,Operating CF,Change in Accounts Payable,4400.01
2023-09-01,2023,9,202309,Retail,CF,Operating CF,Change in Accounts Receivable,-7468.88
2023-09-01,2023,9,202309,Retail,CF,Operating CF,Change in Inventory,-5373.99
2023-09-01,2023,9,202309,Retail,P&L,COGS,Direct Labor,36607.85
2023-09-01,2023,9,202309,Retail,P&L,COGS,Materials,62919.74
2023-09-01,2023,9,202309,Retail,P&L,COGS,Shipping & Logistics,14871.94
2023-09-01,2023,9,202309,Retail,P&L,Opex,IT & Software,2188.23
2023-09-01,2023,9,202309,Retail,P&L,Opex,Marketing,5891.0
2023-09-01,2023,9,202309,Retail,P&L,Opex,Professional Fees,1208.94
2023-09-01,2023,9,202309,Retail,P&L,Opex,R&D,2431.47
2023-09-01,2023,9,202309,Retail,P&L,Opex,Rent & Utilities,3584.86
2023-09-01,2023,9,202309,Retail,P&L,Opex,Salaries & Benefits,26249.27
2023-09-01,2023,9,202309,Retail,P&L,Revenue,Product Sales,147162.08
2023-09-01,2023,9,202309,Retail,P&L,Revenue,Service Revenue,49054.03
2023-09-01,2023,9,202309,Wholesale,CF,Investing CF,Capital Expenditures,-7963.69
2023-09-01,2023,9,202309,Wholesale,CF,Operating CF,Change in Accounts Payable,2654.6
2023-09-01,2023,9,202309,Wholesale,CF,Operating CF,Change in Accounts Receivable,-4452.43
2023-09-01,2023,9,202309,Wholesale,CF,Operating CF,Change in Inventory,-3797.68
2023-09-01,2023,9,202309,Wholesale,P&L,COGS,Direct Labor,31115.23
2023-09-01,2023,9,202309,Wholesale,P&L,COGS,Materials,53479.29
2023-09-01,2023,9,202309,Wholesale,P&L,COGS,Shipping & Logistics,12640.56
2023-09-01,2023,9,202309,Wholesale,P&L,Opex,IT & Software,1621.46
2023-09-01,2023,9,202309,Wholesale,P&L,Opex,Marketing,4932.35
2023-09-01,2023,9,202309,Wholesale,P&L,Opex,Professional Fees,1130.62
2023-09-01,2023,9,202309,Wholesale,P&L,Opex,R&D,2153.82
2023-09-01,2023,9,202309,Wholesale,P&L,Opex,Rent & Utilities,2766.09
2023-09-01,2023,9,202309,Wholesale,P&L,Opex,Salaries & Benefits,19227.37
2023-09-01,2023,9,202309,Wholesale,P&L,Revenue,Product Sales,112529.66
2023-09-01,2023,9,202309,Wholesale,P&L,Revenue,Service Revenue,37509.89
2023-10-01,2023,10,202310,Corporate,CF,Financing CF,Debt Repayment,-9721.66
2023-10-01,2023,10,202310,Corporate,P&L,Other,Depreciation & Amortization,18761.76
2023-10-01,2023,10,202310,Corporate,P&L,Other,Income Tax Expense,12157.39
2023-10-01,2023,10,202310,Corporate,P&L,Other,Interest Expense,5851.8
2023-10-01,2023,10,202310,E-commerce,CF,Investing CF,Capital Expenditures,-9787.43
2023-10-01,2023,10,202310,E-commerce,CF,Operating CF,Change in Accounts Payable,2476.22
2023-10-01,2023,10,202310,E-commerce,CF,Operating CF,Change in Accounts Receivable,-5427.22
2023-10-01,2023,10,202310,E-commerce,CF,Operating CF,Change in Inventory,-1200.08
2023-10-01,2023,10,202310,E-commerce,P&L,COGS,Direct Labor,18031.74
2023-10-01,2023,10,202310,E-commerce,P&L,COGS,Materials,30992.05
2023-10-01,2023,10,202310,E-commerce,P&L,COGS,Shipping & Logistics,7325.39
2023-10-01,2023,10,202310,E-commerce,P&L,Opex,IT & Software,1030.09
2023-10-01,2023,10,202310,E-commerce,P&L,Opex,Marketing,5122.42
2023-10-01,2023,10,202310,E-commerce,P&L,Opex,Professional Fees,829.5
2023-10-01,2023,10,202310,E-commerce,P&L,Opex,R&D,2921.49
2023-10-01,2023,10,202310,E-commerce,P&L,Opex,Rent & Utilities,1756.37
2023-10-01,2023,10,202310,E-commerce,P&L,Opex,Salaries & Benefits,13470.02
2023-10-01,2023,10,202310,E-commerce,P&L,Revenue,Product Sales,98817.23
2023-10-01,2023,10,202310,E-commerce,P&L,Revenue,Service Revenue,10979.69
2023-10-01,2023,10,202310,Retail,CF,Investing CF,Capital Expenditures,-13873.35
2023-10-01,2023,10,202310,Retail,CF,Operating CF,Change in Accounts Payable,2610.52
2023-10-01,2023,10,202310,Retail,CF,Operating CF,Change in Accounts Receivable,-7956.1
2023-10-01,2023,10,202310,Retail,CF,Operating CF,Change in Inventory,-4689.37
2023-10-01,2023,10,202310,Retail,P&L,COGS,Direct Labor,37249.22
2023-10-01,2023,10,202310,Retail,P&L,COGS,Materials,64022.1
2023-10-01,2023,10,202310,Retail,P&L,COGS,Shipping & Logistics,15132.5
2023-10-01,2023,10,202310,Retail,P&L,Opex,IT & Software,2235.63
2023-10-01,2023,10,202310,Retail,P&L,Opex,Marketing,4294.38
2023-10-01,2023,10,202310,Retail,P&L,Opex,Professional Fees,1526.85
2023-10-01,2023,10,202310,Retail,P&L,Opex,R&D,2866.51
2023-10-01,2023,10,202310,Retail,P&L,Opex,Rent & Utilities,3688.68
2023-10-01,2023,10,202310,Retail,P&L,Opex,Salaries & Benefits,26572.77
2023-10-01,2023,10,202310,Retail,P&L,Revenue,Product Sales,150746.62
2023-10-01,2023,10,202310,Retail,P&L,Revenue,Service Revenue,50248.87
2023-10-01,2023,10,202310,Wholesale,CF,Investing CF,Capital Expenditures,-9080.06
2023-10-01,2023,10,202310,Wholesale,CF,Operating CF,Change in Accounts Payable,2557.91
2023-10-01,2023,10,202310,Wholesale,CF,Operating CF,Change in Accounts Receivable,-6943.57
2023-10-01,2023,10,202310,Wholesale,CF,Operating CF,Change in Inventory,-3101.36
2023-10-01,2023,10,202310,Wholesale,P&L,COGS,Direct Labor,32243.59
2023-10-01,2023,10,202310,Wholesale,P&L,COGS,Materials,55418.68
2023-10-01,2023,10,202310,Wholesale,P&L,COGS,Shipping & Logistics,13098.96
2023-10-01,2023,10,202310,Wholesale,P&L,Opex,IT & Software,1841.95
2023-10-01,2023,10,202310,Wholesale,P&L,Opex,Marketing,5058.32
2023-10-01,2023,10,202310,Wholesale,P&L,Opex,Professional Fees,1074.52
2023-10-01,2023,10,202310,Wholesale,P&L,Opex,R&D,1638.79
2023-10-01,2023,10,202310,Wholesale,P&L,Opex,Rent & Utilities,2777.69
2023-10-01,2023,10,202310,Wholesale,P&L,Opex,Salaries & Benefits,21195.65
2023-10-01,2023,10,202310,Wholesale,P&L,Revenue,Product Sales,117148.26
2023-10-01,2023,10,202310,Wholesale,P&L,Revenue,Service Revenue,39049.42
2023-11-01,2023,11,202311,Corporate,CF,Financing CF,Debt Repayment,-9624.44
2023-11-01,2023,11,202311,Corporate,P&L,Other,Depreciation & Amortization,18024.68
2023-11-01,2023,11,202311,Corporate,P&L,Other,Income Tax Expense,14053.84
2023-11-01,2023,11,202311,Corporate,P&L,Other,Interest Expense,5733.06
2023-11-01,2023,11,202311,E-commerce,CF,Investing CF,Capital Expenditures,-9662.31
2023-11-01,2023,11,202311,E-commerce,CF,Operating CF,Change in Accounts Payable,1809.61
2023-11-01,2023,11,202311,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4212.76
2023-11-01,2023,11,202311,E-commerce,CF,Operating CF,Change in Inventory,-1212.58
2023-11-01,2023,11,202311,E-commerce,P&L,COGS,Direct Labor,18490.19
2023-11-01,2023,11,202311,E-commerce,P&L,COGS,Materials,31780.01
2023-11-01,2023,11,202311,E-commerce,P&L,COGS,Shipping & Logistics,7511.64
2023-11-01,2023,11,202311,E-commerce,P&L,Opex,IT & Software,1266.95
2023-11-01,2023,11,202311,E-commerce,P&L,Opex,Marketing,6970.35
2023-11-01,2023,11,202311,E-commerce,P&L,Opex,Professional Fees,425.99
2023-11-01,2023,11,202311,E-commerce,P&L,Opex,R&D,3034.17
2023-11-01,2023,11,202311,E-commerce,P&L,Opex,Rent & Utilities,1800.48
2023-11-01,2023,11,202311,E-commerce,P&L,Opex,Salaries & Benefits,14860.49
2023-11-01,2023,11,202311,E-commerce,P&L,Revenue,Product Sales,102378.87
2023-11-01,2023,11,202311,E-commerce,P&L,Revenue,Service Revenue,11375.43
2023-11-01,2023,11,202311,Retail,CF,Investing CF,Capital Expenditures,-13088.71
2023-11-01,2023,11,202311,Retail,CF,Operating CF,Change in Accounts Payable,3653.82
2023-11-01,2023,11,202311,Retail,CF,Operating CF,Change in Accounts Receivable,-8865.11
2023-11-01,2023,11,202311,Retail,CF,Operating CF,Change in Inventory,-1966.08
2023-11-01,2023,11,202311,Retail,P&L,COGS,Direct Labor,39213.65
2023-11-01,2023,11,202311,Retail,P&L,COGS,Materials,67398.46
2023-11-01,2023,11,202311,Retail,P&L,COGS,Shipping & Logistics,15930.54
2023-11-01,2023,11,202311,Retail,P&L,Opex,IT & Software,2066.01
2023-11-01,2023,11,202311,Retail,P&L,Opex,Marketing,7814.26
2023-11-01,2023,11,202311,Retail,P&L,Opex,Professional Fees,1276.91
2023-11-01,2023,11,202311,Retail,P&L,Opex,R&D,3034.66
2023-11-01,2023,11,202311,Retail,P&L,Opex,Rent & Utilities,3678.86
2023-11-01,2023,11,202311,Retail,P&L,Opex,Salaries & Benefits,25628.35
2023-11-01,2023,11,202311,Retail,P&L,Revenue,Product Sales,161395.75
2023-11-01,2023,11,202311,Retail,P&L,Revenue,Service Revenue,53798.58
2023-11-01,2023,11,202311,Wholesale,CF,Investing CF,Capital Expenditures,-9304.22
2023-11-01,2023,11,202311,Wholesale,CF,Operating CF,Change in Accounts Payable,5383.43
2023-11-01,2023,11,202311,Wholesale,CF,Operating CF,Change in Accounts Receivable,-7212.32
2023-11-01,2023,11,202311,Wholesale,CF,Operating CF,Change in Inventory,-4164.02
2023-11-01,2023,11,202311,Wholesale,P&L,COGS,Direct Labor,35213.6
2023-11-01,2023,11,202311,Wholesale,P&L,COGS,Materials,60523.37
2023-11-01,2023,11,202311,Wholesale,P&L,COGS,Shipping & Logistics,14305.52
2023-11-01,2023,11,202311,Wholesale,P&L,Opex,IT & Software,1817.39
2023-11-01,2023,11,202311,Wholesale,P&L,Opex,Marketing,5228.63
2023-11-01,2023,11,202311,Wholesale,P&L,Opex,Professional Fees,1025.7
2023-11-01,2023,11,202311,Wholesale,P&L,Opex,R&D,2078.96
2023-11-01,2023,11,202311,Wholesale,P&L,Opex,Rent & Utilities,2787.89
2023-11-01,2023,11,202311,Wholesale,P&L,Opex,Salaries & Benefits,20146.22
2023-11-01,2023,11,202311,Wholesale,P&L,Revenue,Product Sales,124415.22
2023-11-01,2023,11,202311,Wholesale,P&L,Revenue,Service Revenue,41471.74
2023-12-01,2023,12,202312,Corporate,CF,Financing CF,Debt Repayment,-9528.19
2023-12-01,2023,12,202312,Corporate,CF,Financing CF,Dividends Paid,-14032.98
2023-12-01,2023,12,202312,Corporate,P&L,Other,Depreciation & Amortization,18937.8
2023-12-01,2023,12,202312,Corporate,P&L,Other,Income Tax Expense,17043.98
2023-12-01,2023,12,202312,Corporate,P&L,Other,Interest Expense,6154.48
2023-12-01,2023,12,202312,E-commerce,CF,Investing CF,Capital Expenditures,-12780.76
2023-12-01,2023,12,202312,E-commerce,CF,Operating CF,Change in Accounts Payable,2817.52
2023-12-01,2023,12,202312,E-commerce,CF,Operating CF,Change in Accounts Receivable,-6095.8
2023-12-01,2023,12,202312,E-commerce,CF,Operating CF,Change in Inventory,-2525.47
2023-12-01,2023,12,202312,E-commerce,P&L,COGS,Direct Labor,21235.43
2023-12-01,2023,12,202312,E-commerce,P&L,COGS,Materials,36498.4
2023-12-01,2023,12,202312,E-commerce,P&L,COGS,Shipping & Logistics,8626.89
2023-12-01,2023,12,202312,E-commerce,P&L,Opex,IT & Software,1265.97
2023-12-01,2023,12,202312,E-commerce,P&L,Opex,Marketing,5760.32
2023-12-01,2023,12,202312,E-commerce,P&L,Opex,Professional Fees,626.84
2023-12-01,2023,12,202312,E-commerce,P&L,Opex,R&D,3586.42
2023-12-01,2023,12,202312,E-commerce,P&L,Opex,Rent & Utilities,1816.64
2023-12-01,2023,12,202312,E-commerce,P&L,Opex,Salaries & Benefits,14934.3
2023-12-01,2023,12,202312,E-commerce,P&L,Revenue,Product Sales,113401.65
2023-12-01,2023,12,202312,E-commerce,P&L,Revenue,Service Revenue,12600.18
2023-12-01,2023,12,202312,Retail,CF,Investing CF,Capital Expenditures,-13200.44
2023-12-01,2023,12,202312,Retail,CF,Operating CF,Change in Accounts Payable,5907.49
2023-12-01,2023,12,202312,Retail,CF,Operating CF,Change in Accounts Receivable,-9066.03
2023-12-01,2023,12,202312,Retail,CF,Operating CF,Change in Inventory,-1929.55
2023-12-01,2023,12,202312,Retail,P&L,COGS,Direct Labor,39752.22
2023-12-01,2023,12,202312,Retail,P&L,COGS,Materials,68324.13
2023-12-01,2023,12,202312,Retail,P&L,COGS,Shipping & Logistics,16149.34
2023-12-01,2023,12,202312,Retail,P&L,Opex,IT & Software,2494.59
2023-12-01,2023,12,202312,Retail,P&L,Opex,Marketing,5487.33
2023-12-01,2023,12,202312,Retail,P&L,Opex,Professional Fees,1085.51
2023-12-01,2023,12,202312,Retail,P&L,Opex,R&D,2657.78
2023-12-01,2023,12,202312,Retail,P&L,Opex,Rent & Utilities,3588.41
2023-12-01,2023,12,202312,Retail,P&L,Opex,Salaries & Benefits,28165.45
2023-12-01,2023,12,202312,Retail,P&L,Revenue,Product Sales,159129.42
2023-12-01,2023,12,202312,Retail,P&L,Revenue,Service Revenue,53043.14
2023-12-01,2023,12,202312,Wholesale,CF,Investing CF,Capital Expenditures,-5782.12
2023-12-01,2023,12,202312,Wholesale,CF,Operating CF,Change in Accounts Payable,3228.35
2023-12-01,2023,12,202312,Wholesale,CF,Operating CF,Change in Accounts Receivable,-7588.78
2023-12-01,2023,12,202312,Wholesale,CF,Operating CF,Change in Inventory,-4237.26
2023-12-01,2023,12,202312,Wholesale,P&L,COGS,Direct Labor,36192.09
2023-12-01,2023,12,202312,Wholesale,P&L,COGS,Materials,62205.15
2023-12-01,2023,12,202312,Wholesale,P&L,COGS,Shipping & Logistics,14703.04
2023-12-01,2023,12,202312,Wholesale,P&L,Opex,IT & Software,1758.65
2023-12-01,2023,12,202312,Wholesale,P&L,Opex,Marketing,3598.62
2023-12-01,2023,12,202312,Wholesale,P&L,Opex,Professional Fees,1495.52
2023-12-01,2023,12,202312,Wholesale,P&L,Opex,R&D,1783.77
2023-12-01,2023,12,202312,Wholesale,P&L,Opex,Rent & Utilities,2790.16
2023-12-01,2023,12,202312,Wholesale,P&L,Opex,Salaries & Benefits,19860.49
2023-12-01,2023,12,202312,Wholesale,P&L,Revenue,Product Sales,129580.61
2023-12-01,2023,12,202312,Wholesale,P&L,Revenue,Service Revenue,43193.54
2024-01-01,2024,1,202401,Corporate,CF,Financing CF,Debt Repayment,-9432.91
2024-01-01,2024,1,202401,Corporate,P&L,Other,Depreciation & Amortization,18539.32
2024-01-01,2024,1,202401,Corporate,P&L,Other,Income Tax Expense,8759.21
2024-01-01,2024,1,202401,Corporate,P&L,Other,Interest Expense,6081.6
2024-01-01,2024,1,202401,E-commerce,CF,Investing CF,Capital Expenditures,-10066.88
2024-01-01,2024,1,202401,E-commerce,CF,Operating CF,Change in Accounts Payable,1762.79
2024-01-01,2024,1,202401,E-commerce,CF,Operating CF,Change in Accounts Receivable,-3318.3
2024-01-01,2024,1,202401,E-commerce,CF,Operating CF,Change in Inventory,-1438.33
2024-01-01,2024,1,202401,E-commerce,P&L,COGS,Direct Labor,16973.39
2024-01-01,2024,1,202401,E-commerce,P&L,COGS,Materials,29173.02
2024-01-01,2024,1,202401,E-commerce,P&L,COGS,Shipping & Logistics,6895.44
2024-01-01,2024,1,202401,E-commerce,P&L,Opex,IT & Software,1497.61
2024-01-01,2024,1,202401,E-commerce,P&L,Opex,Marketing,6174.11
2024-01-01,2024,1,202401,E-commerce,P&L,Opex,Professional Fees,748.5
2024-01-01,2024,1,202401,E-commerce,P&L,Opex,R&D,3852.26
2024-01-01,2024,1,202401,E-commerce,P&L,Opex,Rent & Utilities,1787.59
2024-01-01,2024,1,202401,E-commerce,P&L,Opex,Salaries & Benefits,14975.9
2024-01-01,2024,1,202401,E-commerce,P&L,Revenue,Product Sales,92796.57
2024-01-01,2024,1,202401,E-commerce,P&L,Revenue,Service Revenue,10310.73
2024-01-01,2024,1,202401,Retail,CF,Investing CF,Capital Expenditures,-9422.08
2024-01-01,2024,1,202401,Retail,CF,Operating CF,Change in Accounts Payable,3919.51
2024-01-01,2024,1,202401,Retail,CF,Operating CF,Change in Accounts Receivable,-5833.35
2024-01-01,2024,1,202401,Retail,CF,Operating CF,Change in Inventory,-3522.36
2024-01-01,2024,1,202401,Retail,P&L,COGS,Direct Labor,34535.46
2024-01-01,2024,1,202401,Retail,P&L,COGS,Materials,59357.82
2024-01-01,2024,1,202401,Retail,P&L,COGS,Shipping & Logistics,14030.03
2024-01-01,2024,1,202401,Retail,P&L,Opex,IT & Software,2378.89
2024-01-01,2024,1,202401,Retail,P&L,Opex,Marketing,4476.5
2024-01-01,2024,1,202401,Retail,P&L,Opex,Professional Fees,1539.78
2024-01-01,2024,1,202401,Retail,P&L,Opex,R&D,3052.36
2024-01-01,2024,1,202401,Retail,P&L,Opex,Rent & Utilities,3610.69
2024-01-01,2024,1,202401,Retail,P&L,Opex,Salaries & Benefits,26002.93
2024-01-01,2024,1,202401,Retail,P&L,Revenue,Product Sales,137407.43
2024-01-01,2024,1,202401,Retail,P&L,Revenue,Service Revenue,45802.48
2024-01-01,2024,1,202401,Wholesale,CF,Investing CF,Capital Expenditures,-6924.13
2024-01-01,2024,1,202401,Wholesale,CF,Operating CF,Change in Accounts Payable,2987.74
2024-01-01,2024,1,202401,Wholesale,CF,Operating CF,Change in Accounts Receivable,-5864.77
2024-01-01,2024,1,202401,Wholesale,CF,Operating CF,Change in Inventory,-2410.09
2024-01-01,2024,1,202401,Wholesale,P&L,COGS,Direct Labor,29816.59
2024-01-01,2024,1,202401,Wholesale,P&L,COGS,Materials,51247.26
2024-01-01,2024,1,202401,Wholesale,P&L,COGS,Shipping & Logistics,12112.99
2024-01-01,2024,1,202401,Wholesale,P&L,Opex,IT & Software,1873.96
2024-01-01,2024,1,202401,Wholesale,P&L,Opex,Marketing,3245.93
2024-01-01,2024,1,202401,Wholesale,P&L,Opex,Professional Fees,1628.64
2024-01-01,2024,1,202401,Wholesale,P&L,Opex,R&D,2277.62
2024-01-01,2024,1,202401,Wholesale,P&L,Opex,Rent & Utilities,2788.37
2024-01-01,2024,1,202401,Wholesale,P&L,Opex,Salaries & Benefits,21267.3
2024-01-01,2024,1,202401,Wholesale,P&L,Revenue,Product Sales,104275.12
2024-01-01,2024,1,202401,Wholesale,P&L,Revenue,Service Revenue,34758.37
2024-02-01,2024,2,202402,Corporate,CF,Financing CF,Debt Repayment,-9338.58
2024-02-01,2024,2,202402,Corporate,P&L,Other,Depreciation & Amortization,18525.52
2024-02-01,2024,2,202402,Corporate,P&L,Other,Income Tax Expense,9489.17
2024-02-01,2024,2,202402,Corporate,P&L,Other,Interest Expense,5431.3
2024-02-01,2024,2,202402,E-commerce,CF,Investing CF,Capital Expenditures,-6042.05
2024-02-01,2024,2,202402,E-commerce,CF,Operating CF,Change in Accounts Payable,1396.84
2024-02-01,2024,2,202402,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4772.16
2024-02-01,2024,2,202402,E-commerce,CF,Operating CF,Change in Inventory,-1433.83
2024-02-01,2024,2,202402,E-commerce,P&L,COGS,Direct Labor,16573.88
2024-02-01,2024,2,202402,E-commerce,P&L,COGS,Materials,28486.36
2024-02-01,2024,2,202402,E-commerce,P&L,COGS,Shipping & Logistics,6733.14
2024-02-01,2024,2,202402,E-commerce,P&L,Opex,IT & Software,1298.87
2024-02-01,2024,2,202402,E-commerce,P&L,Opex,Marketing,5019.53
2024-02-01,2024,2,202402,E-commerce,P&L,Opex,Professional Fees,737.28
2024-02-01,2024,2,202402,E-commerce,P&L,Opex,R&D,3793.71
2024-02-01,2024,2,202402,E-commerce,P&L,Opex,Rent & Utilities,1807.85
2024-02-01,2024,2,202402,E-commerce,P&L,Opex,Salaries & Benefits,16066.27
2024-02-01,2024,2,202402,E-commerce,P&L,Revenue,Product Sales,90682.88
2024-02-01,2024,2,202402,E-commerce,P&L,Revenue,Service Revenue,10075.88
2024-02-01,2024,2,202402,Retail,CF,Investing CF,Capital Expenditures,-15642.83
2024-02-01,2024,2,202402,Retail,CF,Operating CF,Change in Accounts Payable,4248.34
2024-02-01,2024,2,202402,Retail,CF,Operating CF,Change in Accounts Receivable,-9745.5
2024-02-01,2024,2,202402,Retail,CF,Operating CF,Change in Inventory,-4138.72
2024-02-01,2024,2,202402,Retail,P&L,COGS,Direct Labor,35412.88
2024-02-01,2024,2,202402,Retail,P&L,COGS,Materials,60865.89
2024-02-01,2024,2,202402,Retail,P&L,COGS,Shipping & Logistics,14386.48
2024-02-01,2024,2,202402,Retail,P&L,Opex,IT & Software,2605.18
